,x,y,z,w,ra,dec,redshift,dist
44650,10.01,104.35,-144.79,37.529,133.7058,4.5469,,178.75476
44651,147.63,199.01,-140.36,37.589,133.7307,37.8064,,284.78156
44652,123.19,179.71,-137.13,37.869,133.767,34.5778,,257.44144
44653,105.2,156.43,-121.33,38.569,133.7931,33.8571,,224.18375
44654,150.88,196.33,-131.97,36.339,133.854,39.5063,,280.58212
44655,134.27,184.9,-132.04,37.109,133.9162,37.1178,,263.91476
44656,77.2,89.83,-51.61,37.939,133.9187,44.8273,,129.20085
44657,142.45,181.88,-118.95,36.849,133.9231,40.4422,,259.84888
44658,80.47,112.3,-81.24,36.789,133.9365,36.5805,,160.27055
44659,136.21,181.15,-123.74,37.399,134.0169,38.7321,,258.22485
44660,20.67,166.86,-223.34,36.459,134.0302,5.9315,,279.55368
44661,19.94,165.77,-221.84,37.469,134.0969,5.8304,,277.65137
44662,139.1,189.55,-132.22,38.429,134.1273,37.8101,,269.74088
44663,20.75,166.9,-222.23,36.769,134.1375,6.0306,,278.6976
44664,147.08,195.49,-132.08,38.209,134.1928,38.9632,,278.01797
44665,19.71,167.2,-223.05,37.859,134.2084,5.8107,,279.45593
44666,111.26,159.22,-115.82,38.299,134.2869,35.9622,,226.15054
44667,19.39,166.52,-221.61,37.479,134.2889,5.8073,,277.87744
44668,129.97,184.01,-131.76,38.739,134.3739,36.5003,,260.98386
44669,106.75,151.86,-109.2,38.449,134.3862,36.3176,,215.36403
44670,10.98,132.56,-180.1,38.889,134.405,4.493,,223.89445
44671,67.19,88.1,-57.79,37.759,134.421,39.8283,,124.96316
44672,143.07,193.84,-131.21,37.539,134.5338,38.5333,,274.3338
44673,13.19,96.67,-125.2,37.709,134.5461,6.8472,,158.72652
44674,142.23,193.54,-131.52,36.099,134.5514,38.3655,,273.8332
44675,78.61,94.15,-54.18,38.849,134.5854,44.1846,,134.08664
44676,142.09,193.15,-130.5,37.699,134.6313,38.5012,,272.99585
44677,152.28,181.92,-103.96,36.399,134.6338,44.362,,259.02078
44678,142.77,193.97,-130.71,37.929,134.6664,38.5648,,274.03055
44679,151.92,202.99,-134.17,37.289,134.6732,39.2896,,286.85574
44680,143.25,194.34,-130.55,38.499,134.6924,38.6568,,274.46658
44681,152.34,179.44,-99.8,38.169,134.7207,45.1377,,255.6682
44682,116.9,159.01,-106.89,38.539,134.7296,38.5893,,224.44434
44683,11.45,119.66,-158.58,38.509,134.7456,5.2596,,198.99054
44684,149.46,200.0,-130.86,38.219,134.8762,39.4572,,281.89117
44685,149.54,199.82,-130.45,37.959,134.8846,39.5311,,281.61578
44686,152.64,179.56,-98.59,38.429,134.8923,45.3873,,255.46184
44687,11.24,127.76,-169.09,38.489,134.9119,5.0526,,212.2272
44688,66.93,88.91,-57.26,37.459,135.0023,39.9159,,125.15319
44689,148.48,200.04,-130.79,37.519,135.0214,39.3312,,281.36868
44690,13.49,169.46,-222.5,38.059,135.2421,4.926,,280.0088
44691,11.46,120.36,-155.85,37.619,135.2836,5.6118,,197.24878
44692,91.84,126.94,-83.96,36.029,135.321,38.581,,177.75722
44693,11.52,168.77,-221.78,37.379,135.422,4.5746,,278.9308
44694,148.36,202.28,-129.46,37.719,135.6284,39.4982,,282.29025
44695,123.87,187.86,-133.95,37.659,135.6452,35.2245,,261.87357
44696,10.29,170.09,-221.85,37.419,135.7336,4.4562,,279.739
44697,125.02,173.55,-112.54,37.749,135.749,38.8764,,241.69165
44698,11.45,120.15,-151.93,38.119,135.8282,5.9903,,194.03569
44699,150.89,203.72,-127.05,38.039,135.8778,40.1929,,283.5689
44700,6.89,106.16,-136.78,38.389,135.9389,4.7768,,173.28065
44701,91.34,121.61,-73.24,38.129,136.19,41.1302,,168.80783
