,x,y,z,w,ra,dec,redshift,dist
28404,35.92,100.89,-106.18,36.629,134.8809,17.5482,,150.8086
28405,5.86,155.88,-73.5,38.659,160.158,17.5485,,172.43887
28406,-13.21,241.55,-62.3,35.879,172.6146,17.5486,,249.80432
28407,23.35,175.63,-116.37,36.849,150.3533,17.5514,,211.97429
28408,43.93,159.81,-146.53,37.179,139.5972,17.5519,,221.22415
28409,80.83,149.44,-200.91,37.979,126.6974,17.5519,,263.11716
28410,-18.53,56.75,82.95,36.199,246.4404,17.552,,102.19895
28411,-34.42,135.99,67.7,38.659,216.374,17.5526,,155.7604
28412,-62.34,243.22,126.58,38.169,217.4263,17.5597,,281.18454
28413,26.62,172.08,-120.95,37.479,148.4696,17.5642,,212.01192
28414,-46.48,171.4,108.41,37.349,222.3563,17.564,,208.06508
28415,-62.57,215.52,175.22,36.889,229.312,17.5647,,284.7208
28416,50.97,152.73,-155.0,37.179,136.1112,17.5661,,223.4936
28417,82.19,150.52,-203.39,36.599,126.5229,17.5697,,266.04315
28418,-8.91,226.1,-66.67,36.879,170.3615,17.5711,,235.89296
28419,95.66,131.96,-213.75,39.289,120.8976,17.5734,,268.7998
28420,-43.28,132.92,193.76,37.499,246.372,17.5764,,238.92221
28421,84.6,92.13,-175.15,35.569,116.3657,17.5783,,215.2269
28422,56.68,64.44,-118.89,37.429,117.1774,17.5808,,146.62868
28423,-57.76,257.83,85.39,37.979,207.9934,17.5853,,277.67603
28424,-47.9,247.64,46.59,38.089,199.9993,17.591,,256.4968
28425,-34.08,133.9,68.78,37.669,217.1087,17.5979,,154.34164
28426,51.73,97.47,-129.25,37.359,127.1095,17.5988,,169.94691
28427,94.03,129.97,-210.01,38.289,120.9522,17.5998,,264.2689
28428,2.69,115.63,-50.64,36.459,161.9945,17.6024,,126.261406
28429,51.6,166.35,-161.87,36.599,137.5194,17.6208,,237.77464
28430,-8.7,77.96,-7.62,37.699,182.5211,17.6252,,78.81317
28431,-33.61,281.84,-21.08,35.449,183.9612,17.6243,,284.61865
28432,49.64,202.59,-174.61,36.039,141.6588,17.6272,,272.02112
28433,115.19,121.0,-235.42,38.249,115.7166,17.628,,288.67337
28434,-22.41,71.84,82.26,37.169,239.387,17.6291,,111.48946
28435,-21.42,68.09,81.85,35.653,240.8179,17.632,,108.602425
28436,-56.19,185.99,182.74,37.049,234.8558,17.634,,266.7274
28437,-9.01,249.14,-74.66,37.399,170.0421,17.6356,,260.24225
28438,0.31,2.86,45.38,36.379,280.55,17.636,,45.471092
28439,-37.25,140.66,83.63,37.679,220.7382,17.6367,,167.8296
28440,-48.68,150.86,214.75,36.349,245.7132,17.638,,266.91956
28441,53.19,97.91,-131.46,36.789,126.6789,17.6446,,172.32898
28442,73.69,85.26,-155.03,37.699,117.5373,17.6447,,191.6606
28443,20.62,128.45,-91.18,36.819,148.0994,17.6482,,158.86592
28444,73.57,85.16,-154.77,37.969,117.5455,17.6494,,191.35966
28445,-55.85,185.19,181.78,36.429,234.8303,17.6511,,265.44025
28446,-60.76,235.75,128.52,37.339,218.552,17.6598,,275.2948
28447,-52.2,248.75,66.69,37.769,204.5399,17.6626,,262.7717
28448,5.86,224.02,-98.9,36.989,161.7661,17.6642,,244.95001
28449,66.71,106.71,-156.39,37.459,123.8847,17.6647,,200.73634
28450,-33.79,136.68,64.87,36.659,215.26,17.6683,,155.02032
28451,-13.7,242.32,-59.89,36.499,173.2179,17.6693,,249.98697
28452,-33.11,133.67,64.06,38.589,215.4831,17.6772,,151.8803
28453,-21.67,68.55,87.12,32.343,242.4575,17.6787,,112.95391
28454,-21.52,68.59,83.55,33.983,241.2141,17.6849,,110.21933
28455,60.16,116.87,-151.52,37.629,127.7912,17.6856,,200.58946
28456,-44.35,202.34,64.01,37.869,207.1832,17.6859,,216.80792
28457,-27.43,91.34,89.15,36.429,234.665,17.6868,,130.54932
28458,-44.12,226.82,45.51,37.119,200.7049,17.6875,,235.51018
28459,-54.8,180.17,186.95,37.129,236.4783,17.6924,,265.35745
28460,82.98,118.56,-186.73,35.949,121.6574,17.6923,,236.24193
28461,-22.35,71.37,86.61,37.319,241.1109,17.6987,,114.43117
28462,-56.89,223.54,118.35,35.393,217.8336,17.7091,,259.25534
28463,-50.55,223.56,79.42,37.329,209.2527,17.7097,,242.57352
28464,17.94,62.15,-57.95,37.349,138.9222,17.7108,,86.84854
28465,28.33,195.77,-132.62,36.199,149.5593,17.7119,,238.15236
28466,1.54,107.36,-44.37,37.539,163.3389,17.7135,,116.17761
28467,-46.67,174.02,110.59,37.669,222.4821,17.7167,,211.40292
28468,-27.29,147.44,24.09,36.219,198.5235,17.7193,,151.86713
28469,-46.73,174.4,110.64,38.469,222.4337,17.7217,,211.75519
28470,-8.91,245.19,-72.24,37.279,170.3019,17.7304,,255.7658
28471,-21.93,70.13,85.94,37.509,241.3991,17.7307,,113.07
28472,63.27,133.38,-164.23,38.129,129.4613,17.7311,,220.82756
28473,-29.48,107.38,74.47,37.919,224.8426,17.7314,,133.96013
28474,-50.54,223.17,80.18,36.839,209.4612,17.7316,,242.46231
28475,80.09,127.19,-186.71,37.779,123.7844,17.7347,,239.69215
28476,70.05,158.52,-187.06,36.809,130.8749,17.7397,,255.004
28477,-37.83,207.34,32.01,36.489,197.9841,17.7429,,213.1798
28478,-50.46,223.18,80.03,37.059,209.4236,17.7436,,242.40529
28479,-21.83,70.1,84.58,37.599,240.9482,17.7514,,112.001495
28480,-51.71,209.28,101.61,38.199,215.7786,17.7553,,238.32045
28481,-25.34,91.33,66.42,38.219,226.1606,17.761,,115.73634
28482,-45.69,171.02,108.6,37.299,222.4598,17.7613,,207.67613
28483,-8.49,249.39,-74.5,35.143,170.0417,17.763,,260.41833
28484,-41.78,235.64,31.84,34.643,196.8369,17.7633,,241.42403
28485,-10.9,92.76,-6.68,37.689,184.0883,17.7692,,93.636795
28486,-45.75,143.11,211.0,37.739,246.7356,17.7725,,259.02612
28487,-55.84,187.05,184.03,38.279,234.9115,17.7753,,268.27756
28488,-43.76,144.87,150.89,36.159,236.6027,17.7804,,213.70552
28489,-36.34,122.08,118.8,38.099,234.588,17.7806,,174.17682
28490,-24.69,103.43,45.06,37.369,213.3538,17.7831,,115.48924
28491,98.18,129.03,-213.98,37.189,120.0638,17.7855,,268.46878
28492,-46.19,147.26,190.05,38.099,242.9237,17.786,,244.82243
28493,-16.81,77.94,24.05,35.913,206.7426,17.7896,,83.28038
28494,-53.59,201.43,127.12,37.189,222.2947,17.791,,244.14223
28495,-45.39,144.76,186.86,35.399,242.9286,17.7908,,240.69144
28496,-40.54,229.19,31.11,37.379,196.864,17.7928,,234.81776
28497,-25.98,227.58,-18.32,38.339,183.5436,17.796,,229.78955
28498,-33.69,137.16,66.03,38.199,215.5795,17.7976,,155.90973
28499,-55.58,186.37,184.21,36.079,235.0525,17.7986,,267.87354
28500,79.51,114.0,-178.35,35.929,121.7876,17.7999,,226.11183
28501,-50.82,174.99,154.2,37.969,231.666,17.8021,,238.70863
28502,-43.27,240.55,35.71,36.059,197.6195,17.8031,,247.00566
28503,-11.27,190.85,-44.59,37.939,173.9877,17.8123,,196.31354
28504,21.72,195.8,-119.11,37.759,152.8408,17.8142,,230.20988
28505,66.37,125.63,-164.57,35.559,127.3677,17.8152,,217.41931
28506,-51.34,168.45,186.56,37.099,238.4283,17.8162,,256.54596
28507,-25.15,118.5,34.86,37.769,205.9563,17.8174,,126.05551
28508,-39.06,174.43,61.94,38.049,209.2317,17.8217,,189.17735
28509,-48.42,171.82,135.11,37.529,228.3715,17.8232,,223.87791
28510,-50.65,232.84,75.06,36.619,207.4853,17.8318,,249.82773
28511,-33.4,136.42,65.64,37.649,215.5645,17.8342,,155.03091
28512,26.35,196.13,-127.88,35.509,150.6911,17.8394,,235.61536
28513,-55.36,186.21,184.49,37.489,235.1274,17.8401,,267.90942
28514,10.27,31.43,-31.1,37.699,136.7997,17.8444,,45.393036
28515,-46.76,147.61,214.6,37.789,246.3564,17.8461,,264.62875
28516,56.75,64.69,-117.86,36.283,117.3465,17.8514,,145.93265
28517,-55.39,186.63,184.6,38.169,235.0793,17.8565,,268.2834
28518,83.43,120.49,-187.17,37.279,121.9665,17.8577,,237.72046
28519,-53.64,176.65,195.93,37.029,238.48,17.8598,,269.20444
28520,84.05,152.0,-204.42,36.869,126.4839,17.861,,268.24603
28521,32.35,238.2,-155.75,36.959,150.5906,17.8613,,286.43292
28522,83.8,146.12,-200.98,37.029,125.7537,17.8697,,262.23358
28523,55.56,149.55,-158.68,36.989,134.3949,17.8706,,225.01436
28524,98.5,129.48,-213.97,36.959,120.1116,17.8705,,268.7945
28525,65.57,132.89,-166.52,36.799,128.7871,17.8725,,222.90825
28526,-54.68,185.4,179.31,37.239,234.4173,17.8725,,263.65723
28527,12.12,26.96,-31.95,33.773,130.6467,17.8756,,43.5263
28528,-44.15,178.95,89.44,37.789,216.4454,17.8784,,204.8703
28529,81.18,126.25,-186.62,37.639,123.4666,17.8914,,239.49171
28530,91.21,158.75,-218.39,36.589,125.7338,17.8927,,284.98248
28531,-52.76,250.89,73.24,36.889,205.8192,17.896,,266.63367
28532,82.51,92.68,-170.2,38.049,117.0903,17.9092,,210.63124
28533,-55.05,186.34,184.35,36.689,235.0923,17.9093,,267.83954
28534,3.11,158.84,-66.03,37.769,163.0962,17.9121,,172.04587
28535,-28.0,92.28,104.81,37.569,239.19,17.9148,,142.42448
28536,-16.97,200.15,-31.83,36.619,178.5738,17.921,,203.37442
28537,80.24,149.33,-196.74,36.979,127.1094,17.9235,,259.70087
28538,-39.59,179.65,62.28,38.689,208.7742,17.9242,,194.21712
28539,66.85,101.52,-152.16,37.369,123.0135,17.9285,,194.75087
28540,-16.17,240.41,-49.54,36.869,175.6398,17.9309,,245.9932
28541,-16.39,195.25,-31.37,38.319,178.4677,17.9346,,198.43204
28542,-39.66,229.72,29.95,37.269,196.507,17.9477,,235.03445
28543,-40.15,182.63,63.26,37.299,208.7526,17.948,,197.40204
28544,-16.44,77.55,23.67,37.969,206.5398,17.9484,,82.731766
28545,-58.13,228.5,129.5,38.279,219.5108,17.9572,,269.0011
28546,-55.12,187.56,184.75,38.129,234.9693,17.9591,,268.97867
28547,-33.02,136.64,65.24,37.379,215.3782,17.9628,,154.97441
28548,-21.99,72.62,83.61,37.799,239.6033,17.9652,,112.9064
28549,57.66,65.02,-118.82,38.259,117.1869,17.9661,,147.20892
28550,45.66,58.3,-97.86,38.599,119.5933,17.9663,,122.720436
28551,53.7,98.16,-130.51,37.969,126.7824,17.9689,,171.90677
28552,-18.22,267.18,-53.87,36.699,175.9018,17.9695,,273.16498
28553,84.64,142.38,-199.46,36.659,125.1022,17.9716,,259.26874
28554,-3.49,64.59,-15.41,37.819,173.6151,17.9728,,66.494484
28555,-37.45,141.8,91.88,36.049,223.0011,17.9729,,173.06552
28556,-8.68,249.37,-71.46,37.759,170.6804,17.9746,,259.55206
28557,-19.0,183.07,-18.57,35.159,182.1648,17.9755,,184.98776
28558,-54.64,186.18,183.54,37.989,234.9958,17.9759,,267.08698
28559,-53.26,258.4,72.11,37.309,205.0954,17.9771,,273.50876
28560,51.43,64.38,-109.47,38.559,119.211,17.9807,,137.01646
28561,53.68,98.16,-130.4,36.639,126.8016,17.9854,,171.81702
28562,104.2,115.67,-213.52,34.619,116.8974,17.9854,,264.24985
28563,-22.62,74.83,86.32,38.859,239.6606,17.9855,,116.45744
28564,-47.46,191.65,99.93,38.209,217.4519,17.9855,,221.28755
28565,-55.57,192.99,175.16,33.453,232.551,17.9857,,266.4849
28566,103.6,114.9,-212.23,37.059,116.8784,17.9867,,262.63385
28567,-54.51,186.89,179.81,38.239,234.2751,17.9874,,265.01105
28568,-15.74,75.26,22.22,36.169,205.99,17.9889,,80.03464
28569,13.31,-17.46,16.93,36.579,338.613,18.0026,,27.724224
28570,55.9,150.38,-158.57,38.279,134.52,18.0043,,225.57349
28571,-54.22,186.17,179.37,36.829,234.3185,18.0088,,264.14517
28572,-45.06,146.67,191.58,38.819,243.3195,18.0181,,245.44936
28573,53.8,98.19,-130.39,38.399,126.7892,18.0192,,171.8641
28574,-22.14,73.48,84.84,37.879,239.6966,18.0225,,114.3998
28575,-21.03,69.6,81.67,38.789,240.1708,18.0225,,109.34537
28576,-45.35,175.38,107.04,37.019,221.4141,18.0218,,210.40991
28577,-56.47,269.61,80.94,36.619,206.255,18.0264,,287.1057
28578,77.81,156.91,-195.86,37.929,128.8153,18.0277,,262.74756
28579,23.49,195.34,-120.43,36.549,152.3106,18.0284,,230.67917
28580,-48.76,245.88,60.72,34.719,203.2883,18.0346,,257.91748
28581,-8.77,183.35,-46.05,36.229,172.8113,18.0347,,189.24782
28582,11.56,175.09,-89.05,37.289,157.8801,18.0366,,196.7741
28583,-53.53,184.38,177.12,37.619,234.2351,18.0369,,261.21436
28584,61.08,88.53,-136.17,36.559,122.1452,18.0402,,173.52405
28585,-22.1,73.48,84.72,37.449,239.6546,18.0424,,114.3031
28586,-56.65,265.17,85.86,37.599,207.5334,18.0485,,284.42273
28587,-38.86,180.15,60.36,37.469,208.1384,18.053,,193.9264
28588,-56.1,269.25,80.19,36.149,206.118,18.0592,,286.48422
28589,6.71,223.18,-96.32,37.589,162.1179,18.0639,,243.17047
28590,9.0,117.99,-62.33,38.549,156.8172,18.065,,133.7448
28591,-11.53,246.0,-62.01,34.779,172.7445,18.0655,,253.95705
28592,-44.63,170.08,111.07,37.979,223.2104,18.0756,,207.97978
28593,84.38,147.56,-200.8,36.569,125.9619,18.076,,263.08664
28594,-11.43,66.02,9.38,37.159,197.1774,18.0771,,67.655525
28595,-9.64,187.31,-44.91,37.009,173.4948,18.0782,,192.85973
28596,7.55,265.46,-113.45,37.419,162.3475,18.078,,288.78525
28597,75.63,-66.56,-18.02,37.789,30.2688,18.0786,,102.34672
28598,54.15,97.0,-129.95,35.749,126.4578,18.0855,,170.96265
28599,-36.66,139.82,91.59,36.509,223.2954,18.0965,,171.12076
28600,-49.76,165.16,199.72,36.269,241.0759,18.1031,,263.89764
28601,30.84,188.98,-131.1,37.909,148.5687,18.1042,,232.05981
28602,-59.58,216.68,169.75,38.119,228.2808,18.1051,,281.6293
28603,-51.01,186.17,143.83,38.059,227.8828,18.1051,,240.72466
28604,57.81,65.07,-118.4,37.999,117.2142,18.1077,,146.95122
28605,-38.22,175.18,62.01,37.819,209.137,18.1082,,189.72096
28606,-9.68,192.44,-46.4,36.189,173.3955,18.1105,,198.19136
28607,-20.59,69.01,78.94,37.659,239.4336,18.1131,,106.85435
28608,-38.76,180.59,60.6,35.689,208.1575,18.1142,,194.38994
28609,-11.47,176.02,-35.58,38.419,175.8075,18.1157,,179.94592
28610,-44.02,168.27,110.27,37.979,223.3046,18.1249,,205.9418
28611,58.55,63.16,-118.28,37.379,116.4109,18.1267,,146.31284
28612,58.72,63.18,-118.53,36.129,116.3643,18.1286,,146.59164
28613,69.19,183.65,-193.98,36.329,134.3836,18.13,,275.93988
28614,84.23,119.58,-185.74,38.449,121.7857,18.1352,,236.4179
28615,-8.58,225.41,-61.03,37.979,171.5688,18.1355,,233.68343
28616,-49.36,230.71,77.11,37.619,208.0824,18.1366,,248.21254
28617,59.24,65.1,-120.29,37.419,116.7672,18.1384,,149.05392
28618,68.41,159.37,-181.5,36.192,131.8131,18.1394,,251.0398
28619,-46.54,209.3,79.77,38.229,210.5539,18.1423,,228.77
28620,-21.18,71.15,81.87,37.379,239.6164,18.1486,,110.51521
28621,0.81,91.95,-35.0,38.039,164.9976,18.1495,,98.38932
28622,4.14,238.32,-95.28,35.023,163.8887,18.1496,,256.69406
28623,-13.63,69.6,17.12,37.829,203.2108,18.1512,,72.95911
28624,-40.69,177.42,75.25,37.679,212.7461,18.1557,,196.96724
28625,-21.2,70.74,86.32,37.379,241.3563,18.1742,,113.59899
28626,9.28,145.53,-72.41,37.569,158.4018,18.1773,,162.81372
28627,-38.62,181.54,60.37,37.499,207.9848,18.1807,,195.1738
28628,-27.18,122.23,47.16,37.639,210.7908,18.1841,,133.80206
28629,82.19,154.34,-199.9,37.049,127.4927,18.1867,,265.5862
28630,45.69,71.74,-104.09,37.739,123.8498,18.1869,,134.42073
28631,-21.41,72.28,82.76,38.239,239.4759,18.1912,,111.946434
28632,9.96,65.94,-43.99,37.459,149.7608,18.1929,,79.88996
28633,81.84,127.66,-185.94,37.499,123.7242,18.1981,,239.93446
28634,58.42,63.6,-118.01,37.149,116.6154,18.1988,,146.23343
28635,-7.8,122.56,-24.75,37.579,175.7845,18.2003,,125.277115
28636,-53.7,185.42,188.99,35.839,236.0144,18.203,,270.15085
28637,24.34,111.35,-87.79,36.259,144.3074,18.2069,,143.86919
28638,-39.98,178.21,71.34,37.409,211.5331,18.21,,196.07805
28639,-59.08,218.31,166.52,37.219,227.5234,18.2116,,280.85336
28640,-36.7,142.17,91.38,37.539,222.7848,18.2189,,172.94365
28641,2.53,89.74,-37.72,38.129,162.6769,18.2206,,97.37796
28642,-59.58,220.4,168.13,38.309,227.5272,18.2242,,283.53772
28643,-8.0,141.59,-31.08,33.673,174.6832,18.2253,,145.1816
28644,-16.78,201.68,-29.7,37.799,179.1923,18.2264,,204.54457
28645,-46.67,171.32,134.94,36.339,228.4433,18.2313,,223.0189
28646,68.65,105.85,-155.11,38.059,123.5105,18.233,,199.94038
28647,-26.65,90.88,100.89,37.889,238.5641,18.2408,,138.37698
28648,-36.39,139.59,93.6,36.649,223.9287,18.2435,,171.96092
28649,75.44,87.06,-154.86,37.329,117.7528,18.2441,,193.00844
28650,-20.63,69.22,85.38,38.329,241.6857,18.2457,,111.83358
28651,59.32,64.38,-119.49,37.229,116.5763,18.249,,148.12666
28652,-59.26,219.77,167.49,36.929,227.5014,18.2504,,282.60132
28653,-21.01,70.58,86.58,37.479,241.5242,18.2511,,113.66201
28654,-11.11,206.95,-46.65,37.479,174.3043,18.2521,,212.43341
28655,-55.33,202.6,162.55,38.689,228.976,18.2553,,265.5761
28656,7.69,153.31,-71.35,34.313,160.1198,18.2615,,169.27467
28657,-42.66,204.27,65.44,37.309,207.3153,18.264,,218.69728
28658,-36.48,140.17,94.08,37.769,223.9578,18.2667,,172.71208
28659,-42.58,205.75,64.0,38.469,206.8102,18.2692,,219.64088
28660,-46.3,169.04,137.99,38.239,229.476,18.2712,,223.06827
28661,30.02,229.59,-143.62,37.409,151.7241,18.2739,,272.4692
28662,37.76,214.26,-152.04,38.059,147.7356,18.2798,,265.4229
28663,4.57,156.03,-65.53,37.709,162.667,18.2798,,169.2939
28664,58.19,67.4,-119.37,36.399,117.8442,18.2887,,148.92291
28665,14.96,175.74,-94.19,36.909,156.2849,18.2896,,199.95026
28666,-25.15,88.25,86.52,37.279,234.87,18.2951,,126.12016
28667,6.99,58.66,-35.3,36.969,152.8818,18.3064,,68.81821
28668,68.06,192.33,-194.34,38.009,135.786,18.3081,,281.76413
28669,58.2,66.1,-118.57,37.129,117.475,18.3104,,147.70001
28670,-52.15,187.97,164.24,37.059,231.4653,18.311,,255.00417
28671,-38.42,179.5,63.4,37.979,209.071,18.3112,,194.20584
28672,-20.75,70.68,82.4,37.059,240.0333,18.3168,,110.52595
28673,27.14,201.52,-127.15,35.233,151.4342,18.3177,,239.82079
28674,-20.14,67.96,84.84,37.779,242.053,18.3194,,110.553185
28675,49.38,121.18,-132.71,38.209,133.0209,18.3227,,186.37306
28676,120.71,114.22,-232.87,36.599,114.0406,18.3285,,286.0866
28677,-40.18,177.7,75.67,36.349,212.8153,18.3327,,197.27562
28678,-36.12,139.97,92.96,36.089,223.6678,18.3327,,171.86569
28679,37.27,232.1,-157.46,37.149,149.145,18.3369,,282.93658
28680,-41.53,201.0,63.52,36.569,207.0721,18.3374,,214.85002
28681,87.27,142.99,-200.55,37.869,124.8187,18.3412,,261.3092
28682,-36.36,141.21,93.37,37.859,223.548,18.3431,,173.14812
28683,-25.55,100.79,63.09,34.933,222.0771,18.3461,,121.62144
28684,-19.35,65.11,84.8,37.459,243.299,18.3474,,108.64978
28685,100.89,129.52,-213.3,37.389,119.8941,18.3501,,269.16745
28686,-48.53,246.04,66.52,37.429,204.5505,18.3508,,259.4528
28687,0.69,188.49,-67.73,38.209,166.1461,18.3574,,200.29056
28688,59.39,64.35,-119.04,38.269,116.5918,18.3608,,147.77895
28689,-25.5,100.77,63.1,36.059,222.0881,18.3667,,121.599556
28690,-30.36,123.93,69.47,36.719,219.2235,18.3707,,145.28061
28691,26.64,195.13,-123.33,37.729,151.3491,18.3724,,232.36974
28692,27.42,198.77,-126.09,35.909,151.2322,18.3785,,236.98114
28693,-42.86,145.96,177.76,36.669,241.3348,18.3795,,233.96564
28694,7.14,154.1,-69.65,38.499,160.8045,18.3805,,169.25989
28695,-11.3,240.28,-56.67,37.819,173.6028,18.3855,,247.13084
28696,-47.23,248.47,59.56,38.059,202.8131,18.3864,,259.83728
28697,-11.87,279.28,-69.06,35.479,172.8957,18.387,,287.9366
28698,-36.31,141.83,93.2,33.273,223.3826,18.392,,173.5523
28699,-49.43,247.67,70.82,37.589,205.4106,18.3933,,262.29605
28700,37.68,227.78,-155.93,37.999,148.8219,18.3975,,278.5995
28701,-19.32,76.72,47.65,37.369,221.8702,18.3976,,92.35661
28702,-11.53,244.83,-57.54,36.709,173.6484,18.3988,,251.76482
28703,-11.57,244.76,-57.39,36.609,173.6811,18.4007,,251.66432
28704,57.52,179.93,-170.97,36.289,137.8368,18.403,,254.78246
28705,-31.42,189.25,26.09,36.879,196.8459,18.406,,193.60648
28706,3.7,0.02,70.26,37.329,285.1514,18.409,,70.35736
28707,-43.96,171.43,114.04,37.959,223.7149,18.4098,,210.53705
28708,-26.11,90.54,100.07,37.829,238.4601,18.4108,,137.45264
28709,-25.41,100.74,63.2,37.249,222.1377,18.411,,121.607796
28710,-35.93,139.94,93.49,37.479,223.8307,18.4113,,172.08878
28711,-7.8,217.61,-57.13,37.689,171.9459,18.4171,,225.1195
28712,58.98,65.12,-118.58,37.379,116.9788,18.4284,,147.58208
28713,-48.14,249.38,64.23,36.569,203.8164,18.4325,,261.97964
28714,23.68,202.71,-119.95,36.559,153.3191,18.4327,,236.72787
28715,-47.04,248.55,59.65,39.089,202.8195,18.433,,259.89996
28716,41.63,161.56,-136.54,36.899,141.8216,18.4367,,215.58725
28717,11.64,91.42,-55.91,38.379,152.3216,18.4384,,107.791626
28718,-35.74,139.91,92.65,38.399,223.5921,18.4418,,171.56975
28719,-39.6,209.73,50.19,36.539,202.778,18.4506,,219.25754
28720,-40.95,200.57,63.14,37.599,206.9872,18.4508,,214.22392
28721,-48.13,207.57,99.28,37.399,215.3886,18.4517,,235.07088
28722,49.82,149.47,-145.0,37.969,137.0937,18.4531,,214.1222
28723,-26.89,265.92,-22.02,35.083,183.1645,18.4535,,268.18164
28724,-42.05,213.91,59.22,37.219,204.8957,18.4552,,225.90417
28725,11.51,89.96,-55.04,38.089,152.2964,18.462,,106.08809
28726,-48.79,245.43,70.78,35.993,205.5358,18.462,,260.0503
28727,-35.7,140.29,92.37,36.849,223.4373,18.4666,,171.72067
28728,-25.98,90.5,100.62,36.849,238.6467,18.4696,,137.80273
28729,-59.47,246.54,135.14,38.129,218.6589,18.4701,,287.36993
28730,3.99,85.57,-38.38,38.079,160.9526,18.4708,,93.86783
28731,-4.37,228.48,-68.7,38.149,169.5961,18.4709,,238.62502
28732,79.06,154.76,-192.89,38.079,128.5677,18.4734,,259.6299
28733,6.68,225.34,-92.74,36.649,163.0451,18.4809,,243.76924
28734,-41.11,202.31,63.37,36.859,206.8966,18.4852,,215.95168
28735,-32.81,110.56,212.49,36.739,254.0545,18.4855,,241.76851
28736,-35.67,140.42,92.51,36.969,223.4517,18.4884,,171.89597
28737,-8.42,243.53,-63.82,36.869,171.9407,18.4892,,251.89432
28738,-25.24,100.83,63.12,36.989,222.0797,18.493,,121.60543
28739,10.33,148.86,-73.63,37.399,158.3863,18.4984,,166.39526
28740,-37.86,127.7,197.26,36.389,248.2168,18.5033,,238.01718
28741,58.52,65.66,-117.86,35.969,117.3237,18.5053,,147.06055
28742,-16.18,195.58,-26.13,37.489,179.9441,18.5061,,197.98006
28743,138.66,-127.4,-17.83,37.999,25.1406,18.5113,,189.14351
28744,-32.34,109.37,210.68,37.849,254.1202,18.5117,,239.5699
28745,-32.38,109.54,211.44,37.489,254.1732,18.5137,,240.32135
28746,-28.99,99.8,124.28,35.719,242.0145,18.5177,,162.0061
28747,-25.18,100.81,63.16,37.639,222.1016,18.5192,,121.59718
28748,53.06,144.13,-147.4,37.329,135.2337,18.5209,,212.87457
28749,59.1,65.44,-118.48,36.289,117.0738,18.5211,,147.69128
28750,71.97,-86.45,54.46,35.513,351.2251,18.5234,,124.9767
28751,63.61,-76.8,50.12,38.219,350.3155,18.5259,,111.60863
28752,58.82,65.01,-117.83,34.819,117.04,18.5259,,146.8673
28753,-6.87,251.32,-69.89,37.109,170.9424,18.5277,,260.94742
28754,6.15,73.06,-38.21,35.299,156.8363,18.5311,,82.67763
28755,58.65,64.45,-117.25,37.749,116.9344,18.5343,,146.08623
28756,59.14,64.86,-118.14,37.369,116.8958,18.5407,,147.17819
28757,-16.46,198.47,-26.04,36.319,180.0815,18.5412,,200.84659
28758,-40.36,176.53,82.77,38.519,214.926,18.5433,,199.1046
28759,4.06,84.92,-38.02,37.439,160.9588,18.545,,93.13115
28760,-3.94,67.65,-13.44,37.089,175.8433,18.5466,,69.08459
28761,-40.24,176.22,82.51,35.289,214.8936,18.5514,,198.69737
28762,59.83,65.82,-119.57,38.189,116.9633,18.552,,149.02646
28763,-35.48,140.45,92.49,37.339,223.4423,18.5525,,171.87039
28764,-29.24,103.97,107.62,36.719,236.5227,18.5556,,152.46902
28765,-13.15,237.35,-48.81,37.959,175.4039,18.5557,,242.67337
28766,-1.7,130.45,-40.59,36.969,168.9234,18.556,,136.62958
28767,-47.61,248.1,65.38,36.719,204.1319,18.5572,,260.94992
28768,-44.18,173.01,118.84,37.999,224.5968,18.5625,,214.49307
28769,33.85,222.17,-145.07,37.249,150.2216,18.5632,,267.4895
28770,-26.23,133.41,38.33,37.299,205.4577,18.5632,,141.26369
28771,5.19,154.89,-64.45,35.879,162.7426,18.565,,167.84413
28772,-40.22,176.36,82.54,38.509,214.8816,18.5651,,198.82996
28773,59.15,65.17,-118.2,36.479,116.9956,18.5669,,147.3672
28774,-57.54,237.93,135.45,37.139,219.6071,18.5725,,279.76462
28775,59.01,64.59,-117.65,37.889,116.8732,18.5752,,146.61368
28776,106.36,125.32,-216.86,37.479,118.3098,18.5769,,272.1136
28777,-16.42,200.53,-26.52,35.969,180.001,18.5775,,202.94139
28778,-46.16,159.57,202.71,36.879,242.6153,18.5828,,262.0776
28779,-40.19,176.49,82.67,37.839,214.9005,18.5848,,198.99318
28780,-3.86,226.53,-68.01,36.063,169.5711,18.5859,,236.55042
28781,-16.0,199.95,-27.39,36.679,179.6988,18.5865,,202.45053
28782,59.6,150.52,-160.07,38.649,133.8529,18.5869,,227.66386
28783,58.9,64.1,-117.16,35.939,116.7693,18.5906,,145.96056
28784,-44.37,172.05,123.65,37.169,225.8559,18.5912,,216.46991
28785,58.97,63.89,-117.13,38.039,116.6823,18.5927,,145.87265
28786,78.26,86.54,-156.4,36.879,117.0786,18.5928,,195.12755
28787,-37.79,131.83,157.16,36.859,240.7398,18.5928,,208.5821
28788,-30.03,185.42,25.14,36.419,196.6656,18.5953,,189.51094
28789,93.96,163.34,-218.18,36.619,126.2155,18.5989,,288.2897
28790,51.25,61.49,-104.99,37.279,118.681,18.6009,,132.02455
28791,-40.08,176.39,82.43,38.399,214.8462,18.6018,,198.78265
28792,-20.54,70.36,135.18,37.829,254.081,18.6093,,153.77274
