ra,dec,dist,sigma_dist,d_dist
7.0625,30.8031,59.591717,0.7719567151077839,0.7719567151077839
7.0574,3.2336,40.06065,0.6329348307685398,0.2779132528210115
7.0648,-48.6674,92.11643,0.959773046089543,0.959773046089543
7.0884,27.3691,91.984474,0.9590853663777799,0.42103191448586014
7.0923,2.5272,39.285736,0.6267833437480611,0.5189691980367214
7.1109,5.0044,9.892356,0.31452115986050927,-0.09327784028667367
7.116,-7.3905,72.6041,0.8520803952679583,0.05670238508074002
7.1432,33.2722,44.13001,0.6643042224764194,-0.46330159067402216
7.1654,-13.0102,73.050255,0.8546944190761983,0.8457918661056865
7.1444,31.1554,57.48594,0.7581948298425676,-0.7581948298425676
7.1591,2.9541,41.458366,0.6438817127392267,0.5037410784380042
7.1646,-11.6406,58.47493,0.7646890217598262,-0.14578877066109677
